January 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
OK-087,"McClain County",44.0,118,6.4,37.6
OK-089,"McCurtain County",46.1,116,5.7,40.4
OK-091,"McIntosh County",43.6,115,5.3,38.3
OK-093,"Major County",39.8,113,5.7,34.1
OK-095,"Marshall County",46.2,115,5.4,40.8
OK-097,"Mayes County",40.8,113,4.9,35.9
OK-099,"Murray County",45.1,115,5.5,39.6
OK-101,"Muskogee County",42.9,114,5.1,37.8
OK-103,"Noble County",41.6,118,7.0,34.6
OK-105,"Nowata County",39.7,116,5.7,34
OK-107,"Okfuskee County",43.1,115,5.5,37.6
OK-109,"Oklahoma County",43.0,117,6.5,36.5
OK-111,"Okmulgee County",42.9,114,5.4,37.5
OK-113,"Osage County",40.0,116,5.9,34.1
OK-115,"Ottawa County",40.2,115,5.9,34.3
OK-117,"Pawnee County",41.5,118,6.5,35
OK-119,"Payne County",42.2,118,6.7,35.5
OK-121,"Pittsburg County",44.1,113,4.9,39.2
OK-123,"Pontotoc County",44.6,115,5.6,39
OK-125,"Pottawatomie County",43.8,117,6.0,37.8
OK-127,"Pushmataha County",44.8,114,4.9,39.9
OK-129,"Roger Mills County",41.4,118,6.4,35
OK-131,"Rogers County",40.9,115,5.7,35.2
OK-133,"Seminole County",43.8,118,5.7,38.1
OK-135,"Sequoyah County",42.9,112,4.7,38.2
OK-137,"Stephens County",44.8,116,5.8,39
OK-139,"Texas County",38.3,115,5.2,33.1
OK-141,"Tillman County",45.2,116,6.1,39.1
OK-143,"Tulsa County",41.6,115,5.7,35.9
OK-145,"Wagoner County",42.1,114,5.3,36.8
OK-147,"Washington County",39.7,116,5.8,33.9
OK-149,"Washita County",42.7,119,6.6,36.1
OK-151,"Woods County",38.0,111,5.2,32.8
OK-153,"Woodward County",38.6,111,5.2,33.4
OR-001,"Baker County",30.0,110,5.7,24.3
OR-003,"Benton County",42.9,112,4.1,38.8
OR-005,"Clackamas County",39.1,112,4.8,34.3
OR-007,"Clatsop County",43.0,114,4.7,38.3
OR-009,"Columbia County",42.3,119,5.7,36.6
OR-011,"Coos County",45.2,103,3.6,41.6
OR-013,"Crook County",32.6,109,4.9,27.7
OR-015,"Curry County",43.1,86,1.8,41.3
OR-017,"Deschutes County",32.4,112,4.9,27.5
OR-019,"Douglas County",40.9,104,3.3,37.6
OR-021,"Gilliam County",37.7,115,7.5,30.2
OR-023,"Grant County",30.4,100,4.7,25.7
OR-025,"Harney County",30.5,97,4.4,26.1
OR-027,"Hood River County",34.8,113,5.6,29.2
OR-029,"Jackson County",37.4,91,2.4,35
OR-031,"Jefferson County",35.6,115,5.7,29.9
OR-033,"Josephine County",39.3,93,2.4,36.9
OR-035,"Klamath County",30.9,100,3.6,27.3
OR-037,"Lake County",31.9,106,4.4,27.5
OR-039,"Lane County",40.3,107,3.5,36.8
OR-041,"Lincoln County",43.4,94,2.6,40.8
OR-043,"Linn County",39.5,106,4.0,35.5
OR-045,"Malheur County",32.6,111,6.1,26.5
OR-047,"Marion County",40.8,116,4.8,36
OR-049,"Morrow County",36.6,112,6.7,29.9
OR-051,"Multnomah County",42.6,119,6.1,36.5
OR-053,"Polk County",43.0,118,4.6,38.4
OR-055,"Sherman County",37.5,118,7.5,30
OR-057,"Tillamook County",41.8,107,3.7,38.1
OR-059,"Umatilla County",37.0,117,8.1,28.9
OR-061,"Union County",31.3,112,5.7,25.6
OR-063,"Wallowa County",28.9,93,4.4,24.5
OR-065,"Wasco County",36.1,113,6.2,29.9
OR-067,"Washington County",42.6,120,5.7,36.9
OR-069,"Wheeler County",34.2,108,4.9,29.3
OR-071,"Yamhill County",43.1,117,5.0,38.1
PA-001,"Adams County",35.1,116,6.5,28.6
PA-003,"Allegheny County",35.1,114,6.9,28.2
PA-005,"Armstrong County",32.8,112,6.8,26
PA-007,"Beaver County",33.8,111,6.4,27.4
PA-009,"Bedford County",33.9,115,6.6,27.3
PA-011,"Berks County",34.8,118,7.0,27.8
PA-013,"Blair County",32.4,116,6.6,25.8
PA-015,"Bradford County",30.2,118,7.6,22.6
PA-017,"Bucks County",36.7,119,8.2,28.5
PA-019,"Butler County",32.2,110,6.3,25.9
PA-021,"Cambria County",30.7,113,6.3,24.4
PA-023,"Cameron County",28.8,110,5.1,23.7
PA-025,"Carbon County",30.6,116,7.1,23.5
PA-027,"Centre County",30.7,111,5.6,25.1
PA-029,"Chester County",36.3,118,7.2,29.1
PA-031,"Clarion County",31.0,113,6.7,24.3
PA-033,"Clearfield County",30.7,115,6.7,24
PA-035,"Clinton County",29.4,108,4.9,24.5
PA-037,"Columbia County",31.3,115,6.8,24.5
PA-039,"Crawford County",30.9,116,7.7,23.2
PA-041,"Cumberland County",34.8,116,6.5,28.3
PA-043,"Dauphin County",34.5,116,7.3,27.2
PA-045,"Delaware County",38.2,118,7.4,30.8
PA-047,"Elk County",30.2,116,7.5,22.7
PA-049,"Erie County",31.5,118,8.0,23.5
PA-051,"Fayette County",34.9,116,7.2,27.7
PA-053,"Forest County",30.5,115,7.3,23.2
PA-055,"Franklin County",34.6,114,6.2,28.4
PA-057,"Fulton County",34.9,116,6.8,28.1
PA-059,"Greene County",35.8,117,7.0,28.8
PA-061,"Huntingdon County",33.6,115,6.5,27.1
PA-063,"Indiana County",32.4,114,6.8,25.6
PA-065,"Jefferson County",31.2,116,7.6,23.6
PA-067,"Juniata County",33.8,115,6.4,27.4
PA-069,"Lackawanna County",29.5,117,7.0,22.5
PA-071,"Lancaster County",35.6,117,7.0,28.6
PA-073,"Lawrence County",32.6,111,6.7,25.9
PA-075,"Lebanon County",34.4,118,7.1,27.3
PA-077,"Lehigh County",35.1,119,8.1,27
PA-079,"Luzerne County",29.9,116,6.8,23.1
PA-081,"Lycoming County",30.0,113,6.3,23.7
PA-083,"McKean County",29.0,115,7.3,21.7
PA-085,"Mercer County",31.6,115,7.4,24.2
PA-087,"Mifflin County",33.0,115,6.2,26.8
PA-089,"Monroe County",30.1,116,7.1,23
PA-091,"Montgomery County",37.5,119,8.2,29.3
PA-093,"Montour County",32.1,115,6.7,25.4
PA-095,"Northampton County",34.1,121,8.2,25.9
PA-097,"Northumberland County",32.4,115,6.6,25.8
PA-099,"Perry County",34.2,115,6.6,27.6
PA-101,"Philadelphia County",39.3,121,8.3,31
PA-103,"Pike County",29.8,116,7.2,22.6
PA-105,"Potter County",28.0,111,5.9,22.1
PA-107,"Schuylkill County",31.6,115,6.5,25.1
PA-109,"Snyder County",32.7,114,6.2,26.5
PA-111,"Somerset County",31.9,115,7.0,24.9
PA-113,"Sullivan County",28.4,116,7.1,21.3
PA-115,"Susquehanna County",29.4,117,7.3,22.1
PA-117,"Tioga County",29.2,116,7.2,22
PA-119,"Union County",31.6,112,6.1,25.5
PA-121,"Venango County",30.7,115,6.9,23.8
PA-123,"Warren County",29.7,115,7.2,22.5
PA-125,"Washington County",35.2,115,7.0,28.2
PA-127,"Wayne County",29.2,117,7.3,21.9
PA-129,"Westmoreland County",34.7,115,6.9,27.8
PA-131,"Wyoming County",30.3,117,7.4,22.9
PA-133,"York County",35.8,117,7.2,28.6
RI-001,"Bristol County",36.3,120,7.6,28.7
RI-003,"Kent County",35.3,122,8.3,27
RI-005,"Newport County",36.6,119,7.5,29.1
RI-007,"Providence County",34.3,120,8.2,26.1
RI-009,"Washington County",36.3,124,8.4,27.9
SC-001,"Abbeville County",48.1,114,5.7,42.4
SC-003,"Aiken County",51.9,117,6.6,45.3
SC-005,"Allendale County",52.3,111,5.6,46.7
SC-007,"Anderson County",47.3,113,5.6,41.7
SC-009,"Bamberg County",51.7,111,5.1,46.6
SC-011,"Barnwell County",52.0,113,6.0,46
SC-013,"Beaufort County",55.3,112,5.8,49.5
SC-015,"Berkeley County",53.4,113,6.0,47.4
SC-017,"Calhoun County",51.9,116,6.0,45.9
SC-019,"Charleston County",54.2,113,5.8,48.4
SC-021,"Cherokee County",45.5,113,5.0,40.5
SC-023,"Chester County",47.0,113,5.1,41.9
SC-025,"Chesterfield County",48.8,114,6.3,42.5
SC-027,"Clarendon County",52.3,116,6.2,46.1
SC-029,"Colleton County",53.2,110,5.6,47.6
SC-031,"Darlington County",51.3,120,7.4,43.9
SC-033,"Dillon County",51.1,119,6.9,44.2
SC-035,"Dorchester County",53.2,113,5.8,47.4
SC-037,"Edgefield County",50.8,117,6.4,44.4
SC-039,"Fairfield County",48.2,112,5.2,43
SC-041,"Florence County",52.3,119,7.1,45.2
SC-043,"Georgetown County",52.4,111,5.4,47
SC-045,"Greenville County",45.5,113,4.7,40.8
SC-047,"Greenwood County",48.8,114,5.9,42.9
SC-049,"Hampton County",52.6,109,5.1,47.5
SC-051,"Horry County",52.0,118,6.3,45.7
SC-053,"Jasper County",54.4,111,5.6,48.8
SC-055,"Kershaw County",48.9,113,5.7,43.2
SC-057,"Lancaster County",47.3,113,5.5,41.8
SC-059,"Laurens County",47.5,113,5.3,42.2
SC-061,"Lee County",50.6,117,6.4,44.2
SC-063,"Lexington County",51.0,117,6.7,44.3
SC-065,"McCormick County",49.7,115,6.2,43.5
SC-067,"Marion County",52.1,119,6.8,45.3
SC-069,"Marlboro County",50.1,117,6.7,43.4
SC-071,"Newberry County",48.4,112,5.5,42.9
SC-073,"Oconee County",45.5,111,4.3,41.2
SC-075,"Orangeburg County",52.2,114,5.9,46.3
SC-077,"Pickens County",46.1,114,5.3,40.8
SC-079,"Richland County",50.5,112,5.7,44.8
SC-081,"Saluda County",49.6,116,6.0,43.6
SC-083,"Spartanburg County",45.9,113,4.8,41.1
SC-085,"Sumter County",50.8,113,5.5,45.3
SC-087,"Union County",46.5,112,4.7,41.8
SC-089,"Williamsburg County",52.3,115,6.0,46.3
SC-091,"York County",46.5,113,5.4,41.1
SD-003,"Aurora County",19.4,88,4.3,15.1
SD-005,"Beadle County",16.3,83,4.0,12.3
SD-007,"Bennett County",27.0,104,6.8,20.2
SD-009,"Bon Homme County",20.9,83,3.5,17.4
SD-011,"Brookings County",15.0,88,4.2,10.8
SD-013,"Brown County",13.4,87,4.9,8.5
SD-015,"Brule County",20.8,91,4.9,15.9
SD-017,"Buffalo County",19.0,90,4.7,14.3
SD-019,"Butte County",23.0,85,5.1,17.9
SD-021,"Campbell County",14.3,82,4.2,10.1
SD-023,"Charles Mix County",20.8,80,3.0,17.8
SD-025,"Clark County",14.2,90,4.5,9.7
SD-027,"Clay County",20.5,87,4.0,16.5
SD-029,"Codington County",13.1,88,4.4,8.7
SD-031,"Corson County",16.5,83,4.4,12.1
SD-033,"Custer County",28.4,109,6.9,21.5
SD-035,"Davison County",18.4,79,3.3,15.1
SD-037,"Day County",12.3,84,4.1,8.2
SD-039,"Deuel County",14.6,92,5.0,9.6
SD-041,"Dewey County",18.1,84,4.6,13.5
SD-043,"Douglas County",19.9,83,3.4,16.5
SD-045,"Edmunds County",13.7,79,3.7,10
SD-047,"Fall River County",28.4,109,7.0,21.4
SD-049,"Faulk County",14.5,78,3.7,10.8
SD-051,"Grant County",14.0,93,4.6,9.4
SD-053,"Gregory County",21.8,80,3.4,18.4
SD-055,"Haakon County",22.8,91,5.4,17.4
SD-057,"Hamlin County",14.1,90,4.7,9.4
SD-059,"Hand County",16.5,80,4.1,12.4
SD-061,"Hanson County",17.7,78,3.1,14.6
SD-063,"Harding County",22.2,98,7.1,15.1
SD-065,"Hughes County",19.3,87,4.7,14.6
SD-067,"Hutchinson County",19.5,83,3.8,15.7
SD-069,"Hyde County",16.9,85,4.5,12.4
SD-071,"Jackson County",26.3,101,6.5,19.8
SD-073,"Jerauld County",17.6,80,3.7,13.9
SD-075,"Jones County",22.8,90,4.9,17.9
SD-077,"Kingsbury County",15.6,87,4.4,11.2
SD-079,"Lake County",16.6,88,4.1,12.5
SD-081,"Lawrence County",25.9,95,5.0,20.9
SD-083,"Lincoln County",19.8,93,5.0,14.8
SD-085,"Lyman County",21.4,88,4.7,16.7
SD-087,"McCook County",18.5,91,4.6,13.9
SD-089,"McPherson County",12.7,78,3.7,9
SD-091,"Marshall County",12.2,88,4.4,7.8
SD-093,"Meade County",23.7,90,5.3,18.4
SD-095,"Mellette County",25.1,95,5.7,19.4
SD-097,"Miner County",16.7,82,3.7,13
SD-099,"Minnehaha County",19.0,97,5.7,13.3
SD-101,"Moody County",16.5,91,4.4,12.1
SD-102,"Oglala Lakota County",28.5,107,7.5,21
SD-103,"Pennington County",26.5,103,6.6,19.9
SD-105,"Perkins County",20.0,94,6.2,13.8
SD-107,"Potter County",15.8,82,4.4,11.4
SD-109,"Roberts County",13.6,91,4.9,8.7
SD-111,"Sanborn County",17.0,78,3.1,13.9
SD-115,"Spink County",15.0,85,4.4,10.6
SD-117,"Stanley County",21.0,87,5.0,16
SD-119,"Sully County",17.7,85,4.5,13.2
SD-121,"Todd County",25.8,97,5.8,20
SD-123,"Tripp County",23.6,90,4.8,18.8
SD-125,"Turner County",19.8,91,4.8,15
SD-127,"Union County",20.8,91,4.3,16.5
SD-129,"Walworth County",15.4,85,4.5,10.9
SD-135,"Yankton County",20.9,86,4.4,16.5
SD-137,"Ziebach County",20.0,91,5.1,14.9
TN-001,"Anderson County",42.2,112,5.7,36.5
TN-003,"Bedford County",43.7,108,5.3,38.4
TN-005,"Benton County",43.0,107,5.6,37.4
TN-007,"Bledsoe County",42.4,113,5.9,36.5
TN-009,"Blount County",43.3,112,5.4,37.9
TN-011,"Bradley County",44.3,110,5.0,39.3
TN-013,"Campbell County",40.6,111,5.5,35.1
TN-015,"Cannon County",43.0,110,5.6,37.4
TN-017,"Carroll County",42.6,108,5.5,37.1
TN-019,"Carter County",39.8,111,5.6,34.2
TN-021,"Cheatham County",43.1,111,6.1,37
TN-023,"Chester County",44.2,111,6.0,38.2
TN-025,"Claiborne County",40.1,105,4.5,35.6
TN-027,"Clay County",42.8,112,6.4,36.4
TN-029,"Cocke County",43.0,113,5.6,37.4
TN-031,"Coffee County",43.3,109,5.6,37.7
TN-033,"Crockett County",43.2,113,6.0,37.2
TN-035,"Cumberland County",40.9,113,5.8,35.1
TN-037,"Davidson County",43.7,112,6.3,37.4
TN-039,"Decatur County",44.2,108,5.8,38.4
TN-041,"DeKalb County",42.9,110,5.6,37.3
TN-043,"Dickson County",43.3,114,6.7,36.6
TN-045,"Dyer County",42.4,113,5.8,36.6
TN-047,"Fayette County",44.6,111,5.7,38.9
TN-049,"Fentress County",41.3,115,6.8,34.5
TN-051,"Franklin County",44.2,111,5.9,38.3
TN-053,"Gibson County",42.6,110,5.9,36.7
TN-055,"Giles County",44.1,110,5.8,38.3
TN-057,"Grainger County",41.9,112,5.3,36.6
TN-059,"Greene County",42.8,111,5.7,37.1
TN-061,"Grundy County",42.1,112,6.0,36.1
TN-063,"Hamblen County",43.0,114,5.8,37.2
TN-065,"Hamilton County",44.7,112,5.7,39
TN-067,"Hancock County",41.2,111,5.3,35.9
TN-069,"Hardeman County",44.5,112,6.0,38.5
TN-071,"Hardin County",44.8,109,5.8,39
TN-073,"Hawkins County",42.6,114,6.0,36.6
TN-075,"Haywood County",43.7,113,5.9,37.8
TN-077,"Henderson County",43.8,109,5.9,37.9
TN-079,"Henry County",41.5,104,5.0,36.5
TN-081,"Hickman County",43.9,113,6.5,37.4
TN-083,"Houston County",42.7,110,6.0,36.7
TN-085,"Humphreys County",43.4,113,6.3,37.1
TN-087,"Jackson County",43.0,109,6.1,36.9
TN-089,"Jefferson County",43.6,115,6.1,37.5
TN-091,"Johnson County",38.5,111,5.6,32.9
TN-093,"Knox County",43.3,113,5.6,37.7
TN-095,"Lake County",41.7,112,5.8,35.9
TN-097,"Lauderdale County",43.6,114,5.9,37.7
TN-099,"Lawrence County",44.7,116,6.7,38
TN-101,"Lewis County",43.9,113,6.4,37.5
TN-103,"Lincoln County",44.2,110,5.3,38.9
TN-105,"Loudon County",43.8,111,5.4,38.4
TN-107,"McMinn County",44.0,111,5.3,38.7
TN-109,"McNairy County",44.4,108,5.6,38.8
TN-111,"Macon County",41.8,109,5.8,36
TN-113,"Madison County",44.0,113,6.3,37.7
TN-115,"Marion County",44.0,113,6.0,38
TN-117,"Marshall County",43.8,109,5.7,38.1
TN-119,"Maury County",43.9,112,6.2,37.7
TN-121,"Meigs County",44.0,112,5.4,38.6
TN-123,"Monroe County",43.0,108,4.9,38.1
TN-125,"Montgomery County",42.8,113,6.4,36.4
TN-127,"Moore County",44.0,110,5.5,38.5
TN-129,"Morgan County",41.8,114,6.3,35.5
TN-131,"Obion County",41.4,107,5.7,35.7
TN-133,"Overton County",42.5,115,6.7,35.8
TN-135,"Perry County",43.9,109,6.0,37.9
TN-137,"Pickett County",42.4,115,6.9,35.5
TN-139,"Polk County",43.3,106,4.6,38.7
TN-141,"Putnam County",42.3,111,6.0,36.3
TN-143,"Rhea County",43.1,113,5.6,37.5
TN-145,"Roane County",43.5,113,5.6,37.9
TN-147,"Robertson County",42.2,109,6.1,36.1
TN-149,"Rutherford County",43.6,109,5.6,38
TN-151,"Scott County",40.8,113,6.2,34.6
TN-153,"Sequatchie County",42.5,112,5.9,36.6
TN-155,"Sevier County",41.5,110,4.9,36.6
TN-157,"Shelby County",45.4,115,5.8,39.6
TN-159,"Smith County",43.0,109,5.7,37.3
TN-161,"Stewart County",41.9,105,5.4,36.5
TN-163,"Sullivan County",42.2,116,6.3,35.9
TN-165,"Sumner County",42.4,109,6.0,36.4
TN-167,"Tipton County",44.4,113,5.8,38.6
TN-169,"Trousdale County",42.9,109,5.9,37
TN-171,"Unicoi County",39.7,110,5.3,34.4
TN-173,"Union County",41.6,111,5.2,36.4
TN-175,"Van Buren County",42.1,113,5.9,36.2
TN-177,"Warren County",43.3,112,6.0,37.3
TN-179,"Washington County",42.6,112,5.9,36.7
TN-181,"Wayne County",44.5,113,6.4,38.1
TN-183,"Weakley County",41.6,107,5.4,36.2
TN-185,"White County",42.4,111,5.8,36.6
TN-187,"Williamson County",43.4,109,6.0,37.4
TN-189,"Wilson County",43.4,110,5.9,37.5
TX-001,"Anderson County",50.7,107,4.4,46.3
TX-003,"Andrews County",46.6,112,4.5,42.1
TX-005,"Angelina County",53.1,113,4.8,48.3
TX-007,"Aransas County",60.0,115,5.7,54.3
TX-009,"Archer County",47.9,119,6.8,41.1
TX-011,"Armstrong County",42.0,118,5.6,36.4
TX-013,"Atascosa County",58.6,118,6.3,52.3
TX-015,"Austin County",56.6,116,6.1,50.5
TX-017,"Bailey County",41.2,111,4.4,36.8
TX-019,"Bandera County",53.6,111,5.0,48.6
TX-021,"Bastrop County",55.5,117,6.3,49.2
TX-023,"Baylor County",47.9,122,6.9,41
TX-025,"Bee County",60.0,116,6.1,53.9
TX-027,"Bell County",52.1,113,5.9,46.2
TX-029,"Bexar County",56.7,114,5.8,50.9
TX-031,"Blanco County",53.6,113,5.8,47.8
TX-033,"Borden County",46.1,103,3.7,42.4
TX-035,"Bosque County",50.7,115,5.6,45.1
TX-037,"Bowie County",47.7,111,4.5,43.2
TX-039,"Brazoria County",59.2,113,6.1,53.1
TX-041,"Brazos County",53.1,107,4.5,48.6
TX-043,"Brewster County",49.8,102,3.0,46.8
TX-045,"Briscoe County",43.3,116,5.4,37.9
TX-047,"Brooks County",64.3,124,7.7,56.6
TX-049,"Brown County",51.0,119,6.7,44.3
TX-051,"Burleson County",53.9,111,5.3,48.6
TX-053,"Burnet County",52.2,111,5.2,47
TX-055,"Caldwell County",55.6,114,5.9,49.7
TX-057,"Calhoun County",60.4,121,6.8,53.6
TX-059,"Callahan County",49.3,117,5.9,43.4
TX-061,"Cameron County",66.6,122,6.8,59.8
TX-063,"Camp County",48.6,108,4.6,44
TX-065,"Carson County",40.9,118,5.8,35.1
TX-067,"Cass County",48.5,105,4.0,44.5
TX-069,"Castro County",40.5,108,4.4,36.1
TX-071,"Chambers County",57.9,117,5.8,52.1
TX-073,"Cherokee County",51.1,107,4.4,46.7
TX-075,"Childress County",45.5,121,6.9,38.6
TX-077,"Clay County",47.3,118,6.3,41
TX-079,"Cochran County",42.4,107,4.3,38.1
TX-081,"Coke County",49.2,118,5.5,43.7
TX-083,"Coleman County",50.9,118,6.6,44.3
TX-085,"Collin County",48.4,117,5.8,42.6
TX-087,"Collingsworth County",43.6,118,6.4,37.2
TX-089,"Colorado County",58.1,120,7.0,51.1
TX-091,"Comal County",55.3,114,5.8,49.5
TX-093,"Comanche County",50.5,119,6.5,44
TX-095,"Concho County",50.8,118,6.1,44.7
TX-097,"Cooke County",47.2,116,5.6,41.6
TX-099,"Coryell County",50.8,112,5.1,45.7
TX-101,"Cottle County",46.2,119,6.2,40
TX-103,"Crane County",49.4,112,4.9,44.5
TX-105,"Crockett County",50.2,114,5.0,45.2
TX-107,"Crosby County",44.7,116,5.3,39.4
TX-109,"Culberson County",46.4,105,3.6,42.8
TX-111,"Dallam County",37.4,107,4.0,33.4
TX-113,"Dallas County",50.5,117,6.1,44.4
TX-115,"Dawson County",45.2,103,3.6,41.6
TX-117,"Deaf Smith County",39.3,107,4.2,35.1
TX-119,"Delta County",47.6,112,5.1,42.5
TX-121,"Denton County",49.0,117,6.0,43
TX-123,"DeWitt County",58.3,118,6.3,52
TX-125,"Dickens County",45.9,117,5.3,40.6
TX-127,"Dimmit County",58.4,116,5.8,52.6
TX-129,"Donley County",42.8,117,6.0,36.8
TX-131,"Duval County",61.9,121,7.0,54.9
TX-133,"Eastland County",49.5,118,6.4,43.1
TX-135,"Ector County",47.8,112,4.6,43.2
TX-137,"Edwards County",51.7,111,4.7,47
TX-139,"Ellis County",50.8,115,5.5,45.3
TX-141,"El Paso County",46.8,109,3.9,42.9
TX-143,"Erath County",50.4,119,6.7,43.7
TX-145,"Falls County",51.6,113,5.4,46.2
TX-147,"Fannin County",47.0,116,5.3,41.7
TX-149,"Fayette County",56.6,118,6.5,50.1
TX-151,"Fisher County",48.4,120,6.2,42.2
TX-153,"Floyd County",43.4,117,5.3,38.1
TX-155,"Foard County",46.7,118,6.6,40.1
TX-157,"Fort Bend County",58.5,116,6.4,52.1
TX-159,"Franklin County",48.2,112,4.9,43.3
TX-161,"Freestone County",51.3,112,5.1,46.2
TX-163,"Frio County",58.0,117,6.2,51.8
TX-165,"Gaines County",45.0,108,4.0,41
TX-167,"Galveston County",59.3,119,6.2,53.1
TX-169,"Garza County",46.3,112,4.9,41.4
TX-171,"Gillespie County",52.2,112,5.3,46.9
TX-173,"Glasscock County",47.7,109,4.5,43.2
TX-175,"Goliad County",59.5,117,6.2,53.3
TX-177,"Gonzales County",56.7,114,5.7,51
TX-179,"Gray County",41.3,118,6.1,35.2
TX-181,"Grayson County",47.0,115,5.3,41.7
TX-183,"Gregg County",49.9,105,4.0,45.9
TX-185,"Grimes County",53.6,108,4.6,49
TX-187,"Guadalupe County",56.1,114,5.6,50.5
TX-189,"Hale County",42.7,115,5.1,37.6
TX-191,"Hall County",44.9,117,6.2,38.7
TX-193,"Hamilton County",50.5,118,5.8,44.7
TX-195,"Hansford County",39.1,114,4.9,34.2
TX-197,"Hardeman County",45.9,121,6.8,39.1
TX-199,"Hardin County",55.2,110,4.9,50.3
TX-201,"Harris County",57.8,116,6.0,51.8
TX-203,"Harrison County",49.9,102,3.8,46.1
TX-205,"Hartley County",38.6,113,4.5,34.1
TX-207,"Haskell County",47.7,116,5.7,42
TX-209,"Hays County",54.7,114,6.0,48.7
TX-211,"Hemphill County",40.1,115,5.4,34.7
TX-213,"Henderson County",50.3,112,5.0,45.3
TX-215,"Hidalgo County",65.8,122,6.9,58.9
TX-217,"Hill County",50.8,112,5.3,45.5
TX-219,"Hockley County",43.0,108,4.4,38.6
TX-221,"Hood County",50.3,117,6.1,44.2
TX-223,"Hopkins County",48.3,112,5.3,43
TX-225,"Houston County",51.1,97,3.4,47.7
TX-227,"Howard County",47.2,104,3.9,43.3
TX-229,"Hudspeth County",45.6,107,3.7,41.9
TX-231,"Hunt County",48.2,115,5.8,42.4
TX-233,"Hutchinson County",40.8,117,5.4,35.4
TX-235,"Irion County",49.5,117,5.4,44.1
TX-237,"Jack County",48.4,120,6.6,41.8
TX-239,"Jackson County",59.7,121,7.0,52.7
TX-241,"Jasper County",54.0,112,4.8,49.2
TX-243,"Jeff Davis County",46.6,104,3.4,43.2
TX-245,"Jefferson County",57.3,116,5.5,51.8
TX-247,"Jim Hogg County",63.2,119,7.0,56.2
TX-249,"Jim Wells County",62.6,122,7.2,55.4
TX-251,"Johnson County",50.6,115,5.9,44.7
TX-253,"Jones County",48.4,116,5.7,42.7
TX-255,"Karnes County",58.4,116,6.0,52.4
TX-257,"Kaufman County",50.0,116,5.6,44.4
TX-259,"Kendall County",53.9,113,5.6,48.3
TX-261,"Kenedy County",64.9,123,7.6,57.3
TX-263,"Kent County",47.0,119,5.3,41.7
TX-265,"Kerr County",51.8,111,4.9,46.9
TX-267,"Kimble County",51.3,115,5.5,45.8
TX-269,"King County",46.9,118,5.9,41
TX-271,"Kinney County",54.9,112,4.6,50.3
TX-273,"Kleberg County",63.8,122,7.9,55.9
TX-275,"Knox County",47.4,117,6.3,41.1
TX-277,"Lamar County",46.6,113,4.5,42.1
TX-279,"Lamb County",41.7,108,4.4,37.3
TX-281,"Lampasas County",51.4,116,5.4,46
TX-283,"La Salle County",59.2,115,6.2,53
TX-285,"Lavaca County",58.5,120,7.2,51.3
TX-287,"Lee County",54.6,114,5.9,48.7
TX-289,"Leon County",50.6,101,3.4,47.2
TX-291,"Liberty County",56.4,114,5.3,51.1
TX-293,"Limestone County",51.2,113,5.1,46.1
TX-295,"Lipscomb County",38.7,112,5.0,33.7
TX-297,"Live Oak County",60.4,117,6.6,53.8
TX-299,"Llano County",53.0,116,6.2,46.8
TX-301,"Loving County",48.2,111,4.5,43.7
TX-303,"Lubbock County",44.2,118,5.4,38.8
TX-305,"Lynn County",45.1,110,4.7,40.4
TX-307,"McCulloch County",51.4,120,6.2,45.2
TX-309,"McLennan County",51.2,113,5.4,45.8
TX-311,"McMullen County",59.9,118,6.5,53.4
TX-313,"Madison County",51.3,98,3.1,48.2
TX-315,"Marion County",49.3,102,3.8,45.5
TX-317,"Martin County",47.1,108,4.3,42.8
TX-319,"Mason County",51.7,114,5.4,46.3
TX-321,"Matagorda County",59.4,115,6.1,53.3
TX-323,"Maverick County",57.4,114,5.6,51.8
TX-325,"Medina County",56.2,114,5.5,50.7
TX-327,"Menard County",50.8,119,6.0,44.8
TX-329,"Midland County",48.6,117,5.2,43.4
TX-331,"Milam County",52.9,113,5.8,47.1
TX-333,"Mills County",51.0,118,6.0,45
TX-335,"Mitchell County",48.5,119,5.5,43
TX-337,"Montague County",47.4,118,6.3,41.1
TX-339,"Montgomery County",55.4,110,5.3,50.1
TX-341,"Moore County",39.8,115,5.1,34.7
TX-343,"Morris County",48.4,107,4.4,44
TX-345,"Motley County",45.3,116,5.6,39.7
TX-347,"Nacogdoches County",51.8,107,4.2,47.6
TX-349,"Navarro County",51.0,114,5.4,45.6
TX-351,"Newton County",54.0,111,4.8,49.2
TX-353,"Nolan County",49.1,121,6.5,42.6
TX-355,"Nueces County",62.5,120,6.9,55.6
TX-357,"Ochiltree County",39.2,114,5.2,34
TX-359,"Oldham County",39.5,107,4.2,35.3
TX-361,"Orange County",56.2,112,5.1,51.1
TX-363,"Palo Pinto County",49.3,118,6.3,43
TX-365,"Panola County",50.6,101,3.7,46.9
TX-367,"Parker County",49.3,116,5.9,43.4
TX-369,"Parmer County",40.1,108,4.4,35.7
TX-371,"Pecos County",49.2,109,4.2,45
TX-373,"Polk County",53.6,106,4.3,49.3
TX-375,"Potter County",40.7,119,5.4,35.3
TX-377,"Presidio County",49.2,99,3.1,46.1
TX-379,"Rains County",48.9,116,5.7,43.2
